x,y,name,cluster,theme,tag
12.044363021850586,13.163846969604492,../images/cigarette/man/2.png,1,cigarette,man
14.39586353302002,11.64549446105957,../images/cigarette/man/4.png,4,cigarette,man
13.734140396118164,12.628307342529297,../images/cigarette/man/1.png,4,cigarette,man
14.741338729858398,13.862678527832031,../images/cigarette/man/3.png,4,cigarette,man
14.487637519836426,10.998589515686035,../images/cigarette/man/5.png,4,cigarette,man
14.312902450561523,13.112974166870117,../images/cigarette/man/9.png,4,cigarette,man
13.792879104614258,13.770796775817871,../images/cigarette/man/0.png,4,cigarette,man
11.960047721862793,12.721953392028809,../images/cigarette/man/7.png,1,cigarette,man
12.903964042663574,12.950552940368652,../images/cigarette/man/8.png,3,cigarette,man
12.507129669189453,11.71310043334961,../images/cigarette/woman/6.png,1,cigarette,woman
12.458355903625488,11.21045970916748,../images/cigarette/woman/2.png,1,cigarette,woman
12.85244083404541,10.381071090698242,../images/cigarette/woman/4.png,1,cigarette,woman
13.413723945617676,13.710098266601562,../images/cigarette/woman/1.png,3,cigarette,woman
12.733875274658203,11.091577529907227,../images/cigarette/woman/3.png,1,cigarette,woman
12.126323699951172,11.843440055847168,../images/cigarette/woman/5.png,1,cigarette,woman
13.246434211730957,10.10866641998291,../images/cigarette/woman/9.png,1,cigarette,woman
12.497596740722656,10.328670501708984,../images/cigarette/woman/0.png,1,cigarette,woman
11.957307815551758,10.94823169708252,../images/cigarette/woman/7.png,1,cigarette,woman
13.590250968933105,14.47443675994873,../images/cigarette/woman/8.png,3,cigarette,woman
12.999832153320312,14.225761413574219,../images/cigarette/boy/6.png,4,cigarette,boy
12.590007781982422,12.16024112701416,../images/cigarette/boy/2.png,1,cigarette,boy
10.927141189575195,11.284159660339355,../images/cigarette/boy/4.png,1,cigarette,boy
13.268441200256348,12.380874633789062,../images/cigarette/boy/1.png,4,cigarette,boy
14.891239166259766,13.963641166687012,../images/cigarette/boy/3.png,4,cigarette,boy
14.333534240722656,13.192483901977539,../images/cigarette/boy/5.png,4,cigarette,boy
11.318536758422852,12.499418258666992,../images/cigarette/boy/9.png,1,cigarette,boy
14.165818214416504,13.740646362304688,../images/cigarette/boy/0.png,4,cigarette,boy
12.52568531036377,13.881253242492676,../images/cigarette/boy/7.png,4,cigarette,boy
13.932534217834473,15.0,../images/cigarette/boy/8.png,4,cigarette,boy
12.869425773620605,9.638675689697266,../images/cigarette/girl/6.png,1,cigarette,girl
13.319849014282227,10.824992179870605,../images/cigarette/girl/2.png,1,cigarette,girl
12.798263549804688,9.944197654724121,../images/cigarette/girl/4.png,1,cigarette,girl
11.775501251220703,11.378146171569824,../images/cigarette/girl/1.png,1,cigarette,girl
11.393280029296875,10.882420539855957,../images/cigarette/girl/3.png,1,cigarette,girl
11.63582992553711,11.659302711486816,../images/cigarette/girl/5.png,1,cigarette,girl
11.214949607849121,11.529984474182129,../images/cigarette/girl/9.png,1,cigarette,girl
12.129901885986328,9.881930351257324,../images/cigarette/girl/0.png,1,cigarette,girl
11.474076271057129,10.888572692871094,../images/cigarette/girl/7.png,1,cigarette,girl
13.144726753234863,13.34026050567627,../images/cigarette/girl/8.png,3,cigarette,girl
12.988733291625977,11.901774406433105,../images/cigarette/female/6.png,1,cigarette,female
12.956392288208008,11.37027645111084,../images/cigarette/female/2.png,1,cigarette,female
12.537314414978027,9.692116737365723,../images/cigarette/female/4.png,1,cigarette,female
13.52668285369873,12.299482345581055,../images/cigarette/female/1.png,3,cigarette,female
12.456079483032227,10.731362342834473,../images/cigarette/female/3.png,1,cigarette,female
12.141924858093262,11.680304527282715,../images/cigarette/female/5.png,1,cigarette,female
13.538911819458008,11.180718421936035,../images/cigarette/female/9.png,1,cigarette,female
12.201800346374512,9.958159446716309,../images/cigarette/female/0.png,1,cigarette,female
12.287651062011719,10.652095794677734,../images/cigarette/female/7.png,1,cigarette,female
13.487215042114258,14.599919319152832,../images/cigarette/female/8.png,3,cigarette,female
