x,y,name,cluster,theme,tag
0.9590356945991516,1.745672345161438,../images/barbie/male/6.png,2,barbie,male
4.1522440910339355,4.187445163726807,../images/barbie/male/2.png,0,barbie,male
0.38044413924217224,2.6149191856384277,../images/barbie/male/4.png,2,barbie,male
2.292808771133423,2.329481601715088,../images/barbie/male/1.png,5,barbie,male
1.8112454414367676,2.0191590785980225,../images/barbie/male/3.png,0,barbie,male
0.5376958250999451,3.3905246257781982,../images/barbie/male/5.png,2,barbie,male
1.0200810432434082,0.9799731969833374,../images/barbie/male/9.png,2,barbie,male
3.1666364669799805,4.324570655822754,../images/barbie/male/0.png,0,barbie,male
0.0,2.1221065521240234,../images/barbie/male/7.png,2,barbie,male
2.812119245529175,4.326630115509033,../images/barbie/male/8.png,5,barbie,male
1.968506097793579,3.6800785064697266,../images/barbie/man/6.png,5,barbie,man
3.419923782348633,0.9536766409873962,../images/barbie/man/2.png,5,barbie,man
3.267772674560547,3.1091818809509277,../images/barbie/man/4.png,0,barbie,man
2.489903450012207,1.9222254753112793,../images/barbie/man/1.png,5,barbie,man
1.8801748752593994,1.883411169052124,../images/barbie/man/3.png,5,barbie,man
0.6364914774894714,4.279866695404053,../images/barbie/man/5.png,5,barbie,man
1.3380539417266846,1.141487956047058,../images/barbie/man/9.png,2,barbie,man
2.0380444526672363,0.20160862803459167,../images/barbie/man/0.png,0,barbie,man
2.1219747066497803,4.8790507316589355,../images/barbie/man/7.png,5,barbie,man
3.6158342361450195,2.191293716430664,../images/barbie/man/8.png,5,barbie,man
1.5904076099395752,2.4758613109588623,../images/barbie/woman/6.png,5,barbie,woman
3.3101439476013184,0.9758696556091309,../images/barbie/woman/2.png,5,barbie,woman
3.726606845855713,1.2388845682144165,../images/barbie/woman/4.png,5,barbie,woman
2.503607749938965,2.9879729747772217,../images/barbie/woman/1.png,0,barbie,woman
2.3830385208129883,2.4396750926971436,../images/barbie/woman/3.png,0,barbie,woman
0.9495326280593872,3.7506844997406006,../images/barbie/woman/5.png,5,barbie,woman
2.273770570755005,1.7253754138946533,../images/barbie/woman/9.png,5,barbie,woman
1.9994983673095703,2.8628251552581787,../images/barbie/woman/0.png,0,barbie,woman
1.9103479385375977,4.247439861297607,../images/barbie/woman/7.png,5,barbie,woman
4.053112030029297,2.1323623657226562,../images/barbie/woman/8.png,5,barbie,woman
0.8454895615577698,1.9491403102874756,../images/barbie/boy/6.png,2,barbie,boy
4.18153190612793,4.199382305145264,../images/barbie/boy/2.png,2,barbie,boy
0.4033881425857544,2.154741048812866,../images/barbie/boy/4.png,2,barbie,boy
1.252496600151062,1.3871031999588013,../images/barbie/boy/1.png,2,barbie,boy
0.6713904738426208,1.2920515537261963,../images/barbie/boy/3.png,2,barbie,boy
0.28209784626960754,3.0763328075408936,../images/barbie/boy/5.png,2,barbie,boy
0.8701946139335632,0.7852648496627808,../images/barbie/boy/9.png,2,barbie,boy
1.9899758100509644,0.0,../images/barbie/boy/0.png,2,barbie,boy
0.16023504734039307,2.031008005142212,../images/barbie/boy/7.png,2,barbie,boy
3.3150312900543213,4.320056438446045,../images/barbie/boy/8.png,0,barbie,boy
1.3724125623703003,2.002331018447876,../images/barbie/girl/6.png,2,barbie,girl
3.40688419342041,0.9258031845092773,../images/barbie/girl/2.png,5,barbie,girl
4.066320896148682,1.502496361732483,../images/barbie/girl/4.png,5,barbie,girl
2.4023241996765137,2.8142426013946533,../images/barbie/girl/1.png,0,barbie,girl
2.708177328109741,2.6807198524475098,../images/barbie/girl/3.png,0,barbie,girl
0.9100922346115112,3.8188602924346924,../images/barbie/girl/5.png,5,barbie,girl
1.7826809883117676,1.4381190538406372,../images/barbie/girl/9.png,5,barbie,girl
1.9423571825027466,3.0187582969665527,../images/barbie/girl/0.png,0,barbie,girl
2.1274852752685547,5.122440814971924,../images/barbie/girl/7.png,5,barbie,girl
3.6194987297058105,0.5884475708007812,../images/barbie/girl/8.png,5,barbie,girl
1.2550044059753418,4.3293681144714355,../images/barbie/female/6.png,5,barbie,female
3.394141435623169,0.9171918034553528,../images/barbie/female/2.png,5,barbie,female
0.078495092689991,2.8307666778564453,../images/barbie/female/4.png,2,barbie,female
2.5566577911376953,3.3480210304260254,../images/barbie/female/1.png,0,barbie,female
2.4081711769104004,3.5072007179260254,../images/barbie/female/3.png,0,barbie,female
0.8879032731056213,3.8022260665893555,../images/barbie/female/5.png,5,barbie,female
2.8821535110473633,1.1940586566925049,../images/barbie/female/9.png,5,barbie,female
1.5890800952911377,3.2164697647094727,../images/barbie/female/0.png,5,barbie,female
1.795054316520691,4.211420059204102,../images/barbie/female/7.png,5,barbie,female
1.5397604703903198,4.711630821228027,../images/barbie/female/8.png,5,barbie,female
14.799081802368164,11.909611701965332,../images/cigarette/male/6.png,4,cigarette,male
12.08892822265625,13.774931907653809,../images/cigarette/male/2.png,4,cigarette,male
15.0,11.715083122253418,../images/cigarette/male/4.png,4,cigarette,male
13.684136390686035,12.520292282104492,../images/cigarette/male/1.png,4,cigarette,male
14.845736503601074,12.654909133911133,../images/cigarette/male/3.png,4,cigarette,male
14.510368347167969,14.885029792785645,../images/cigarette/male/5.png,4,cigarette,male
14.28982162475586,13.056482315063477,../images/cigarette/male/9.png,4,cigarette,male
13.721663475036621,13.765962600708008,../images/cigarette/male/0.png,3,cigarette,male
12.43937873840332,13.281998634338379,../images/cigarette/male/7.png,4,cigarette,male
13.460465431213379,13.228233337402344,../images/cigarette/male/8.png,3,cigarette,male
14.310898780822754,14.232256889343262,../images/cigarette/man/6.png,4,cigarette,man
